local_path,file_size,sha256,provenance_status
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.mir_legacy.v2026.1.Hs.entrez.gmt,211914,bcfa3b609839f81c6621060e6f68235f413f2636609505d80b84f7d2697d3e79,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.mir_legacy.v2026.1.Hs.symbols.gmt,234640,75baf4f06c0ef92dc7ad82b7e5ef7f651e0ab8ff84a9508f2c99be739454f407,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.mirdb.v2026.1.Hs.entrez.gmt,2326974,68d722d1cc8407f8e2d2cef1723e636122df01152596b541d2b7c780d5dd83c8,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.mirdb.v2026.1.Hs.symbols.gmt,2545324,7d1e007143f00595e68934f2e950bbc7785a9161a6e7a766518b357dd31ea728,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.v2026.1.Hs.entrez.gmt,2538888,1c9ac29c22ba8522932f30d539221db65a0619b8cad7f607a536f70ebb159144,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.mir.v2026.1.Hs.symbols.gmt,2779964,684ce3ac93a73a1d6d5a3e989adb3814e4a9df49e0573e910277cd385d2e74bb,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.tft.gtrd.v2026.1.Hs.entrez.gmt,1671333,30f0f79b1de79743d376bcaa7e96afb8c03d76e0c1fd4668a96a2048e02f4d05,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.tft.gtrd.v2026.1.Hs.symbols.gmt,1824743,1c981780b00173ee7e1f86d61f0cf1a9fa80afc2bb28bfb010efc5eea3aaad6c,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.tft.tft_legacy.v2026.1.Hs.entrez.gmt,914966,c9c860c2673ca3f4cedd78359435333763a80c5192508c45d716f363d1c3d4e4,unverified
data/raw/pathway/msigdb_v2026.1.Hs_files_to_download_locally/msigdb_v2026.1.Hs_GMTs/c3.tft.tft_legacy.v2026.1.Hs.symbols.gmt,1014489,2d81cbe5995750fe9a52a58aa0ee8d083832ccb450be4876df602233fe956ceb,unverified
